DataZone,income_rate,employment_rate,crime_rate,overcrowded_rate,nocentralheating_rate,Health_PC1,Health_PC2,Education_PC1,Education_PC2,Education_PC3,Access_PC1,Access_PC2,Access_PC3,Access_PC4
S01009772,-1.2104582151309995,-1.0819153969777064,-0.9964476252418185,-0.5499300060288889,0.7490666552818984,-2.0826196004059256,-1.013144745795533,-1.5172830003926912,0.28328620742836186,0.1456700218189964,3.5427138630053965,-1.6663935643248617,-0.5789850812741539,0.24243713869013286
S01009774,-0.9625244547627901,-1.1921339444449903,-1.0191323107326453,-1.5903291476069497,-0.3942456080431043,-2.713598229129319,0.04152526501480406,-1.9768475536026755,-0.6041215163567628,1.1670945431907491,5.716462077051179,-1.5195006442120789,-0.7377406077094147,0.17543539774174075
S01009775,1.2688793885510947,1.2326740998352557,3.0470975634980775,0.6060690401689566,-0.7753496958181052,3.7113881607671235,-0.07170962439498203,1.7946176856533624,-0.037649789760565024,0.5055222117312022,0.2808404282173045,0.36187763375316995,1.2189229659900347,0.5462385474326447
S01009776,1.5994577357087072,1.4531111947698234,0.41850963224850984,0.6060690401689566,-0.7753496958181052,2.989137938183185,1.1390793473272534,1.4527498395042602,-0.6231525833884362,0.7879929109275663,1.7105281949141904,0.950510513311944,0.018535812394604948,0.31887762251154905
S01009777,0.8556564546040789,0.9020184574334039,0.31926413322614217,0.37486923092938745,4.179003445256906,1.2596867205808344,-1.0057041260266613,1.1191344972063726,0.027254209626027082,0.14184927293392877,0.7851124326433477,0.5196776291611671,0.8105500701164909,0.25745609053971213
S01009778,1.2688793885510947,1.1224555523679718,-0.3442629173805449,0.490469135549172,-0.7753496958181052,1.9120871694681396,0.9431000845721487,2.0195767404735565,-1.4950639404728905,-0.8262522681998477,0.04638332955189587,0.7280444003482417,0.5802217415332077,0.32217652191139134
S01009779,1.1035902149722883,0.24070717262970046,0.5319330597026444,0.2592693263096029,-0.3942456080431043,2.9073706130175974,-1.5589777930256548,1.2727185802153331,0.6210401152583029,-0.3909443993642425,0.018550045776976568,0.8784246890779485,0.32056149832547826,0.4595800540147754
S01009780,1.3515239753404977,1.2326740998352557,0.40149611813038966,0.2592693263096029,-1.1564537835931061,2.3582661401189946,-2.2945794186823036,2.7616606847100114,1.0228941427048186,0.7962190028263191,2.2032801878750052,0.4601245614236788,0.4860780441495737,0.46539619064908666
S01009781,0.8556564546040789,0.35092572009698436,-0.08055344854968209,-0.20313029216953524,-0.7753496958181052,1.0450074737504473,-3.0038364215229696,1.386028177865426,-0.12606026414162239,0.1171544813701926,0.2649693814467364,0.5617850860786187,0.7825084786976949,0.2729061377558871
S01009782,-0.21872317365816188,-0.20016701723943517,-0.2109903901219368,0.1436694216898184,-1.1564537835931061,-0.5682005669690298,0.4659973223145176,1.3522483836288843,-0.27360597459119756,-0.7448797698791769,2.2004832412596556,0.5797354291358401,0.20596679383706,0.8226457078251548
S01009783,0.9383010413934821,0.9020184574334039,-0.8234768983742633,0.7216689447887411,-0.7753496958181052,2.2595605875276923,-2.3680145663328727,1.8258608794253277,-0.038052705903847385,0.5456458217767721,1.741785863552899,0.5896379187926343,0.29012163642009603,0.6072006173727926
S01009784,1.2688793885510947,0.79179990996612,-0.23934624698547044,-0.0875303875497507,-0.7753496958181052,2.009464527484393,-0.6968064260700255,1.3778436138949197,0.5821300532321857,-0.08916336191030833,2.3992793803761048,0.5680240434305154,0.6796006413078635,0.1989325045700446
S01009785,0.7730118678146758,0.5713628150315522,-0.12875840521768928,-0.5499300060288889,-0.7753496958181052,1.4915632211458196,-0.5371496816249258,1.4354699120289667,-0.07743355254249568,-0.003171131512663993,0.12080716854406341,0.7670743774765265,0.6198768193484078,0.43306557462032924
S01009786,1.434168562129901,1.012237004900688,1.04233848324625,0.7216689447887411,-0.013141520268103422,2.8409010312452354,-1.0317078227116452,1.5272088304275906,0.3220140928963408,-0.10712920884256366,-0.74922034837716,1.0532529638693335,1.1446213331705946,-0.06737457894537013
S01009787,1.1862348017616915,1.2326740998352557,0.05271907870892599,0.490469135549172,-0.7753496958181052,2.3073490013141402,-0.6050719973071987,2.405060943137233,0.5600027043447543,0.5452392987207489,0.6885319004870994,0.4584379502816812,0.7993965077479523,0.6600785869041262
S01009788,-0.13607858686875873,-0.08994846977215126,-0.6249859003295278,-0.7811298152684579,-0.013141520268103422,-0.3598719920536216,-0.49715012217328663,0.41864602049895727,0.47765629351735694,0.6929501834216342,1.0421622294315833,0.6369815247509134,-0.15881666529052954,0.3332699905965391
S01009789,0.27714434707825697,0.24070717262970046,0.8154916283379807,-0.43433010140910433,-0.3942456080431043,0.7599802443632359,1.4105497427334708,0.7139043388647538,-0.2016889212654966,0.18651330791591128,-0.022167676697470988,0.7026742662689097,-1.9936986242147248,2.0775613754264293
S01009790,-0.21872317365816188,-0.20016701723943517,-0.9680917683782848,0.02806951707003384,-0.3942456080431043,-0.7599308478665245,1.3284917448374536,1.3689672821288692,-0.2756150701418616,0.42536473700027044,0.8870852123536944,1.295338475502833,0.6836539931661205,0.10762816308854402
S01009791,0.6903672810252727,0.4611442675642683,-0.072046691490622,0.02806951707003384,-0.7753496958181052,1.1597464982808978,-0.3864891994800541,1.4638822140349812,-0.43209385527694594,0.0755301119511054,0.1254541166455706,1.8462470549420957,1.3350258324746511,-0.09720304371929446
